Year,Primary Age,Partner Age,Investment Strategy,Primary Job Status,Partner Career Stage,Starting Net Worth,Ending Net Worth,Net Worth Increase,Economic Gross Income,Taxes,Federal Tax Estimate,State/Local Tax Estimate,Payroll Tax Estimate,Investment/Rental Tax Drag,High Income Surcharge,Total Taxes,Taxes Before Child Credits,Taxes After Child Credits,Qualifying Children for CTC,Child Tax Credit Estimate,Dependent Care Credit Estimate,Total Child Tax Benefits,Personal Spending,Additional Decision Spending,Additional Spending Breakdown,Primary Job Salary + Bonus,Primary Job Retirement Match,Primary Job Work Factor,Partner Income,Primary Social Security Income,Partner Social Security Income,Total Social Security Income,Child Spending,Core Child Spending,Daycare Spending,Childcare Mode,Daycare Utilization %,Partner Stay-Home Daycare Savings,Au Pair Cost,Daycare Cost Avoided by Au Pair,Net Au Pair vs Daycare Cost,Au Pair Capacity Warning,Children Under 5,Partner Income Impact,Net Household Impact,Number of Children at Home,Number of Children Under 5,Number of Children 18–22,Child / Education Support Spending,Primary Student Loan Balance,Partner Student Loan Balance,Student Loan Payments,Student Loan Interest,Student Loan Forgiveness,Total Student Loan Debt,Existing Rental Cash Flow,New Rental Cash Flow,Total Rental Cash Flow,Gross Rental Income,Existing Portfolio Modeled Cash Flow,Existing Portfolio Cashflow Target,Existing Portfolio Cashflow Difference,Existing Portfolio Property Tax,Existing Portfolio Insurance,Existing Portfolio Other Operating Costs,Existing Portfolio Financing Calibration,Property Management Fee,Vacancy Loss,Maintenance Reserve,Rental Operations Drag,Job Hours / Month,Rental Management Hours / Month,Rental Admin Hours / Month,Outsourced Hours / Month,New House Acquisition Hours / Month,Estimated Hourly Value of Time,Primary Job Hourly Income Proxy,Rental Hourly Value Proxy,House Value Increase,Property Value Shock,Principal Paydown,VOO / Market Gains,Stock Market Shock,Tax Refund / Other,Cash Sources Before Tax/Spend,Surplus Cash After Tax/Spend,Cash Reserve,Cash Reserve Target,Cash Reserve Contribution,Pending Rental Purchase Cash,Rental Purchase Cash Used,Rental Purchase Cash Carried Forward,Cash Drawdown,VOO Drawdown,Unfunded Shortfall / New Consumer Debt,Extra Real Estate Debt Paydown,Surplus to VOO,Surplus to New Rentals,New Rental Property Value Purchased,New Rental Debt Added,Implied New Houses Added,Cumulative New Houses Added,Estimated Rental Property Count,VOO / Investment Balance,Modeled Equity Investment Balance,S&P 500 / Index Fund Balance,Bond Balance,HYSA Cash Balance,Non-Interest Cash Balance,Retirement Account Balance,Other Assets,Total Asset Buckets,Total Debts,Net Worth From Buckets,Existing Real Estate Value,New Rental Real Estate Value,Total Real Estate Value,Existing Real Estate Debt,New Rental Debt,Total Real Estate Debt,Real Estate Equity,Other Net Assets,Balance Sheet Net Worth,Balance Sheet Reconciliation Difference,Historical Reconciliation / Residual,Rental LTV,Debt-to-Income Proxy,Refinance Event,Refinance Gross Cash-Out,Refinance Debt Added,Refinance Cost,Refinance Net Proceeds,Refinance Proceeds to Cash Reserve,Refinance Proceeds to Debt,Refinance Proceeds to VOO,Refinance Proceeds to Rentals,Refinance Interest Drag,Partial Sale Event,Partial Sale Costs,Partial Sale Net Proceeds to VOO,Liquidation Event,Liquidation Gross Equity,Liquidation Gross Proceeds,Liquidation Costs,Liquidation Net Proceeds to VOO,Life Load Hours / Month,Dollar Basis Factor
2074,83,82,VOO/S&P 500,Retired from primary job,Stay-at-home / income stopped,7032122.98948435,7403507.339069971,371384.3495856207,697956.2156035504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326571.8660179298,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,29081.508983481268,0.0,0.0,0.0,0.0,0.0,697956.2156035509,0.0,0.0,0.0,0.0,26060.833448841586,81642.96650448245,0.0,0.0,0.0,0.0,0.0,326571.8660179298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7350946.50562113,7350946.50562113,4559809.9878890095,30991.88909445114,49278.96181313552,3000.0,7130766.683188132,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,7403507.339069971,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,2.0,1.0
2075,84,83,VOO/S&P 500,Retired from primary job,Stay-at-home / income stopped,7403507.339069971,7802232.967633616,398725.6285636453,735094.650562113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336369.02199846774,5.820766091346741e-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,30628.943773421375,0.0,0.0,0.0,0.0,0.0,735094.650562113,0.0,0.0,0.0,0.0,26060.833448841586,84092.25549961693,0.0,0.0,0.0,0.0,0.0,336369.02199846774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7749672.134184775,7749672.134184775,5015790.986677911,31921.645767284674,51250.120285660945,3000.0,7843843.351506946,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,7802232.967633616,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,2.0,1.0
2076,85,84,VOO/S&P 500,Retired from primary job,Stay-at-home / income stopped,7802232.967633616,8230740.088393671,428507.12076005526,774967.213418477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346460.0926584217,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,32290.30055910321,0.0,0.0,0.0,0.0,0.0,774967.2134184776,0.0,0.0,0.0,0.0,26060.833448841586,86615.02316460543,0.0,0.0,0.0,0.0,0.0,346460.0926584217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8178179.25494483,8178179.25494483,5517370.085345702,32879.29514030322,53300.12509708738,3000.0,8628227.686657641,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,8230740.088393671,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,2.0,1.0
2077,86,85,VOO/S&P 500,Retired from primary job,Stay-at-home / income stopped,8230740.088393671,8691704.118449982,460964.0300563108,817817.9254944853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356853.8954381744,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,34075.74689560355,0.0,0.0,0.0,0.0,0.0,817817.9254944831,0.0,0.0,0.0,0.0,26060.833448841586,89213.4738595436,0.0,0.0,0.0,0.0,0.0,356853.8954381744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8639143.28500114,8639143.28500114,6069107.093880273,33865.67399451231,55432.13010097088,3000.0,9491050.455323406,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,8691704.118449982,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,2.0,1.0
2078,87,86,VOO/S&P 500,Retired from primary job,Stay-at-home / income stopped,8691704.118449982,9188058.934648776,496354.8161987942,863914.3285001139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367559.5123013197,5.820766091346741e-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,35996.43035417141,0.0,0.0,0.0,0.0,0.0,863914.328500114,0.0,0.0,0.0,0.0,26060.833448841586,91889.87807532992,0.0,0.0,0.0,0.0,0.0,367559.5123013197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9135498.101199934,9135498.101199934,6676017.8032683,34881.64421434768,57649.415305009716,3000.0,10440155.500855748,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,9188058.934648776,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,2.0,1.0
2079,88,87,VOO/S&P 500,Retired from primary job,Stay-at-home / income stopped,9188058.934648776,9723022.447098412,534963.5124496352,913549.8101199945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378586.2976703592,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,38064.575421666435,0.0,0.0,0.0,0.0,0.0,913549.8101199935,0.0,0.0,0.0,0.0,26060.833448841586,94646.5744175898,0.0,0.0,0.0,0.0,0.0,378586.2976703592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9670461.61364957,9670461.61364957,7343619.583595131,35928.093540778114,59955.3919172101,3000.0,11484171.050941322,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,9723022.447098412,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,2.0,1.0
2080,89,88,VOO/S&P 500,Retired from primary job,Stay-at-home / income stopped,9723022.447098412,10300124.7218629,577102.2747644875,967046.1613649577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389943.8866004701,5.820766091346741e-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,40293.59005687324,0.0,0.0,0.0,0.0,0.0,967046.161364957,0.0,0.0,0.0,0.0,26060.833448841586,97485.97165011753,0.0,0.0,0.0,0.0,0.0,389943.8866004701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10247563.888414057,10247563.888414057,8077981.541954645,37005.936347001465,62353.607593898516,3000.0,12632588.156035457,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,10300124.7218629,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,2.0,1.0
2081,90,89,VOO/S&P 500,Retired from primary job,Stay-at-home / income stopped,10300124.7218629,10923238.90750582,623114.1856429204,1024756.3888414046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401642.2031984842,5.820766091346741e-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,42698.18286839186,0.0,0.0,0.0,0.0,0.0,1024756.3888414057,0.0,0.0,0.0,0.0,26060.833448841586,100410.55079962107,0.0,0.0,0.0,0.0,0.0,401642.2031984842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10870678.074056977,10870678.074056977,8885779.69615011,38116.1144374115,64847.75189765445,3000.0,13895846.971639002,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,10923238.90750582,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,2.0,1.0
2082,91,90,VOO/S&P 500,Retired from primary job,Stay-at-home / income stopped,10923238.90750582,11596615.245617079,673376.338111259,1087067.8074056976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413691.46929443866,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45294.491975237404,0.0,0.0,0.0,0.0,0.0,1087067.8074056979,0.0,0.0,0.0,0.0,26060.833448841586,103422.86732360967,0.0,0.0,0.0,0.0,0.0,413691.46929443866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11544054.412168236,11544054.412168236,9774357.665765122,39259.59787053386,67441.66197356064,3000.0,15285431.668802904,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,11596615.245617079,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,2.0,1.0
2083,92,91,VOO/S&P 500,Retired from primary job,Stay-at-home / income stopped,11596615.245617079,12324918.473460631,728303.2278435528,1154405.4412168248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426102.2133732719,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,48100.2267173677,0.0,0.0,0.0,0.0,0.0,1154405.4412168236,0.0,0.0,0.0,0.0,26060.833448841586,106525.55334331797,0.0,0.0,0.0,0.0,0.0,426102.2133732719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12272357.64001179,12272357.64001179,10751793.432341635,40437.38580664987,70139.32845250306,3000.0,16813974.835683193,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,12324918.473460631,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,2.0,1.0
2084,93,92,VOO/S&P 500,Retired from primary job,Stay-at-home / income stopped,12324918.473460631,13113268.95768734,788350.4842267092,1227235.7640011793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438885.27977447,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,51134.82350004913,0.0,0.0,0.0,0.0,0.0,1227235.764001179,0.0,0.0,0.0,0.0,26060.833448841586,109721.3199436175,0.0,0.0,0.0,0.0,0.0,438885.27977447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13060708.124238499,13060708.124238499,11826972.7755758,41650.50738084936,72944.90159060319,3000.0,18495372.31925152,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,13113268.95768734,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,2.0,1.0
2085,94,93,VOO/S&P 500,Retired from primary job,Stay-at-home / income stopped,13113268.95768734,13967287.931943486,854018.9742561448,1306070.812423849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452051.8381677042,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,54419.61718432704,0.0,0.0,0.0,0.0,0.0,1306070.81242385,0.0,0.0,0.0,0.0,26060.833448841586,113012.95954192604,0.0,0.0,0.0,0.0,0.0,452051.8381677042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13914727.098494643,13914727.098494643,13009670.053133382,42900.02260227485,75862.69765422732,3000.0,20344909.55117667,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,13967287.931943486,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,2.0,1.0
2086,95,94,VOO/S&P 500,Retired from primary job,Stay-at-home / income stopped,13967287.931943486,14893147.248480214,925859.3165367283,1391472.7098494635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465613.3933127353,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daycare / paid childcare,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,57978.02957706098,0.0,0.0,0.0,0.0,0.0,1391472.7098494645,0.0,0.0,0.0,0.0,26060.833448841586,116403.34832818381,0.0,0.0,0.0,0.0,0.0,465613.3933127353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14840586.415031372,14840586.415031372,14310637.058446718,44187.0232803431,78897.20556039641,3000.0,22379400.506294336,19000.0,157500.0,0.0,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,14893147.248480214,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,2.0,1.0
